Date,Rate
20080704,4.681
20080707,4.62
20080708,4.619
20080709,4.614
20080710,4.604
20080711,4.629
20080714,4.595
20080715,4.593
20080716,4.603
20080717,4.661
20080718,4.785
20080721,4.829
20080722,4.818
20080723,4.826
20080724,4.737
20080725,4.784
20080728,4.701
20080729,4.652
20080730,4.593
20080731,4.536
20080801,4.525
20080804,4.512
20080805,4.489
20080806,4.514
20080807,4.429
20080808,4.427
20080811,4.438
20080812,4.395
20080813,4.379
20080814,4.379
20080815,4.347
20080818,4.337
20080819,4.355
20080820,4.313
20080821,4.37
20080822,4.412
20080825,4.316
20080826,4.312
20080827,4.378
20080828,4.385
20080829,4.385
20080901,4.337
20080902,4.354
20080903,4.352
20080904,4.286
20080905,4.244
20080908,4.303
20080909,4.284
20080910,4.293
20080911,4.318
20080912,4.414
20080915,4.31
20080916,4.271
20080917,4.294
20080918,4.335
20080919,4.479
20080922,4.524
20080923,4.5
20080924,4.418
20080925,4.48
20080926,4.423
20080929,4.291
20080930,4.345
20081001,4.33
20081002,4.263
20081003,4.249
20081006,4.068
20081007,4.066
20081008,4.126
20081009,4.193
20081010,4.331
20081013,4.394
20081014,4.393
20081015,4.372
20081016,4.327
20081017,4.284
20081020,4.281
20081021,4.21
20081022,4.117
20081023,4.122
20081024,4.118
20081027,4.132
20081028,4.162
20081029,4.243
20081030,4.257
20081031,4.429
20081103,4.386
20081104,4.358
20081105,4.285
20081106,4.154
20081107,4.074
20081110,4.068
20081111,4.052
20081112,4.02
20081113,4.035
20081114,3.985
20081117,3.97
20081118,3.955
20081119,3.86
20081120,3.749
20081121,3.768
20081124,3.835
20081125,3.758
20081126,3.682
20081127,3.696
20081128,3.67
20081201,3.624
20081202,3.537
20081203,3.523
20081204,3.621
20081205,3.585
20081208,3.747
20081209,3.829
20081210,3.803
20081211,3.806
20081212,3.895
20081215,3.876
20081216,3.794
20081217,3.643
20081218,3.616
20081219,3.632
20081222,3.564
20081223,3.548
20081224,3.552
20081225,3.547
20081226,3.547
20081229,3.483
20081230,3.544
20081231,3.546
20090101,3.547
20090102,3.516
20090105,3.571
20090106,3.714
20090107,3.749
20090108,3.693
20090109,3.589
20090112,3.603
20090113,3.639
20090114,3.585
20090115,3.574
20090116,3.623
20090119,3.727
20090120,3.761
20090121,3.817
20090122,3.95
20090123,4.033
20090126,4.127
20090127,4.032
20090128,3.972
20090129,3.962
20090130,3.992
20090202,3.968
20090203,3.993
20090204,3.93
20090205,3.957
20090206,3.978
20090209,3.99
20090210,3.92
20090211,3.941
20090212,3.854
20090213,3.892
20090216,3.863
20090217,3.84
20090218,3.843
20090219,3.917
20090220,3.846
20090223,3.833
20090224,3.808
20090225,3.806
20090226,3.937
20090227,3.918
20090302,3.84
20090303,3.857
20090304,3.914
20090305,3.791
20090306,3.758
20090309,3.764
20090310,3.835
20090311,3.835
20090312,3.769
20090313,3.783
20090316,3.835
20090317,3.882
20090318,3.908
20090319,3.747
20090320,3.672
20090323,3.719
20090324,3.826
20090325,3.813
20090326,3.787
20090327,3.745
20090330,3.762
20090331,3.738
20090401,3.739
20090402,3.87
20090403,3.858
20090406,3.826
20090407,3.854
20090408,3.873
20090409,3.898
20090410,3.878
20090413,3.876
20090414,3.82
20090415,3.762
20090416,3.774
20090417,3.853
20090420,3.724
20090421,3.722
20090422,3.779
20090423,3.748
20090424,3.728
20090427,3.707
20090428,3.672
20090429,3.656
20090430,3.68
20090501,3.678
20090504,3.701
20090505,3.662
20090506,3.676
20090507,3.821
20090508,3.87
20090511,3.811
20090512,3.851
20090513,3.795
20090514,3.798
20090515,3.829
20090518,3.822
20090519,3.875
20090520,3.865
20090521,3.883
20090522,3.938
20090525,3.986
20090526,4.001
20090527,4.011
20090528,4.058
20090529,4.005
20090601,4.081
20090602,4.054
20090603,3.968
20090604,4.047
20090605,4.121
20090608,4.067
20090609,4.029
20090610,4.072
20090611,4.078
20090612,4.034
20090615,3.935
20090616,3.95
20090617,3.908
20090618,3.973
20090619,3.923
20090622,3.879
20090623,3.898
20090624,3.881
20090625,3.849
20090626,3.818
20090629,3.791
20090630,3.799
20090701,3.829
20090702,3.754
20090703,3.768
20090706,3.742
20090707,3.759
20090708,3.744
20090709,3.774
20090710,3.737
20090713,3.746
20090714,3.772
20090715,3.821
20090716,3.78
20090717,3.836
20090720,3.817
20090721,3.755
20090722,3.755
20090723,3.805
20090724,3.825
20090727,3.829
20090728,3.763
20090729,3.751
20090730,3.752
20090731,3.619
20090803,3.661
20090804,3.656
20090805,3.633
20090806,3.667
20090807,3.769
20090810,3.704
20090811,3.687
20090812,3.693
20090813,3.668
20090814,3.592
20090817,3.568
20090818,3.58
20090819,3.563
20090820,3.559
20090821,3.607
20090824,3.599
20090825,3.56
20090826,3.527
20090827,3.534
20090828,3.551
20090831,3.565
20090901,3.571
20090902,3.585
20090903,3.617
20090904,3.622
20090907,3.618
20090908,3.649
20090909,3.684
20090910,3.617
20090911,3.539
20090914,3.558
20090915,3.573
20090916,3.596
20090917,3.616
20090918,3.622
20090921,3.632
20090922,3.641
20090923,3.61
20090924,3.537
20090925,3.493
20090928,3.506
20090929,3.493
20090930,3.511
20091001,3.5
20091002,3.456
20091005,3.448
20091006,3.478
20091007,3.44
20091008,3.433
20091009,3.504
20091012,3.491
20091013,3.5
20091014,3.558
20091015,3.632
20091016,3.606
20091019,3.61
20091020,3.546
20091021,3.609
20091022,3.581
20091023,3.614
20091026,3.617
20091027,3.539
20091028,3.523
20091029,3.598
20091030,3.514
20091102,3.517
20091103,3.543
20091104,3.583
20091105,3.604
20091106,3.622
20091109,3.572
20091110,3.536
20091111,3.533
20091112,3.552
20091113,3.581
20091116,3.543
20091117,3.498
20091118,3.509
20091119,3.515
20091120,3.505
20091123,3.524
20091124,3.488
20091125,3.489
20091126,3.419
20091127,3.425
20091130,3.406
20091201,3.4
20091202,3.41
20091203,3.421
20091204,3.465
20091207,3.418
20091208,3.389
20091209,3.405
20091210,3.444
20091211,3.452
20091214,3.413
20091215,3.447
20091216,3.389
20091217,3.349
20091218,3.346
20091221,3.4
20091222,3.446
20091223,3.479
20091224,3.482
20091225,3.479
20091228,3.511
20091229,3.529
20091230,3.551
20091231,3.555
20100101,3.552
20100104,3.557
20100105,3.547
20100106,3.565
20100107,3.541
20100108,3.527
20100111,3.499
20100112,3.469
20100113,3.478
20100114,3.493
20100115,3.449
20100118,3.441
20100119,3.467
20100120,3.438
20100121,3.417
20100122,3.426
20100125,3.409
20100126,3.396
20100127,3.404
20100128,3.424
20100129,3.421
20100201,3.393
20100202,3.539
20100203,3.564
20100204,3.511
20100205,3.482
20100208,3.498
20100209,3.48
20100210,3.514
20100211,3.519
20100212,3.492
20100215,3.51
20100216,3.509
20100217,3.498
20100218,3.535
20100219,3.557
20100222,3.543
20100223,3.436
20100224,3.411
20100225,3.402
20100226,3.385
20100301,3.391
20100302,3.396
20100303,3.41
20100304,3.399
20100305,3.422
20100308,3.426
20100309,3.41
20100310,3.423
20100311,3.444
20100312,3.429
20100315,3.414
20100316,3.389
20100317,3.372
20100318,3.393
20100319,3.375
20100322,3.341
20100323,3.328
20100324,3.348
20100325,3.413
20100326,3.395
20100329,3.375
20100330,3.355
20100331,3.327
20100401,3.323
20100402,3.323
20100405,3.324
20100406,3.393
20100407,3.365
20100408,3.34
20100409,3.397
20100412,3.4
20100413,3.372
20100414,3.362
20100415,3.358
20100416,3.315
20100419,3.313
20100420,3.329
20100421,3.319
20100422,3.316
20100423,3.317
20100426,3.307
20100427,3.209
20100428,3.28
20100429,3.28
20100430,3.228
20100503,3.262
20100504,3.156
20100505,3.061
20100506,3.055
20100507,3.053
20100510,3.149
20100511,3.152
20100512,3.158
20100513,3.143
20100514,3.069
20100517,3.081
20100518,3.039
20100519,2.978
20100520,2.909
20100521,2.896
20100524,2.896
20100525,2.831
20100526,2.892
20100527,2.935
20100528,2.897
20100531,2.876
20100601,2.902
20100602,2.902
20100603,2.939
20100604,2.906
20100607,2.959
20100608,2.896
20100609,2.864
20100610,2.901
20100611,2.848
20100614,2.925
20100615,2.95
20100616,2.939
20100617,2.922
20100618,2.962
20100621,2.977
20100622,2.932
20100623,2.907
20100624,2.866
20100625,2.878
20100628,2.873
20100629,2.819
20100630,2.808
20100701,2.784
20100702,2.786
20100705,2.753
20100706,2.796
20100707,2.817
20100708,2.843
20100709,2.848
20100712,2.825
20100713,2.838
20100714,2.864
20100715,2.863
20100716,2.826
20100719,2.882
20100720,2.858
20100721,2.862
20100722,2.89
20100723,2.914
20100726,2.947
20100727,2.953
20100728,2.939
20100729,2.917
20100730,2.887
20100802,2.902
20100803,2.814
20100804,2.798
20100805,2.742
20100806,2.698
20100809,2.703
20100810,2.731
20100811,2.642
20100812,2.633
20100813,2.609
20100816,2.551
20100817,2.572
20100818,2.524
20100819,2.486
20100820,2.448
20100823,2.461
20100824,2.369
20100825,2.328
20100826,2.337
20100827,2.383
20100830,2.312
20100831,2.298
20100901,2.385
20100902,2.425
20100903,2.514
20100906,2.518
20100907,2.438
20100908,2.468
20100909,2.498
20100910,2.556
20100913,2.581
20100914,2.554
20100915,2.597
20100916,2.675
20100917,2.627
20100920,2.665
20100921,2.648
20100922,2.549
20100923,2.5
20100924,2.546
20100927,2.474
20100928,2.458
20100929,2.473
20100930,2.51
20101001,2.503
20101004,2.474
20101005,2.502
20101006,2.452
20101007,2.498
20101008,2.468
20101011,2.476
20101012,2.457
20101013,2.496
20101014,2.505
20101015,2.576
20101018,2.588
20101019,2.619
20101020,2.65
20101021,2.701
20101022,2.691
20101025,2.664
20101026,2.71
20101027,2.762
20101028,2.766
20101029,2.722
20101101,2.689
20101102,2.687
20101103,2.631
20101104,2.617
20101105,2.64
20101108,2.631
20101109,2.65
20101110,2.681
20101111,2.678
20101112,2.748
20101115,2.791
20101116,2.857
20101117,2.83
20101118,2.929
20101119,2.922
20101122,2.873
20101123,2.793
20101124,2.891
20101125,2.935
20101126,2.957
20101129,3.021
20101130,2.939
20101201,3.031
20101202,3.046
20101203,3.084
20101206,3.068
20101207,3.155
20101208,3.206
20101209,3.136
20101210,3.152
20101213,3.169
20101214,3.233
20101215,3.242
20101216,3.273
20101217,3.242
20101220,3.158
20101221,3.169
20101222,3.134
20101223,3.16
20101224,3.159
20101227,3.21
20101228,3.165
20101229,3.208
20101230,3.148
20101231,3.154
20110103,3.115
20110104,3.093
20110105,3.154
20110106,3.138
20110107,3.09
20110110,3.104
20110111,3.125
20110112,3.217
20110113,3.218
20110114,3.221
20110117,3.225
20110118,3.287
20110119,3.262
20110120,3.315
20110121,3.319
20110124,3.299
20110125,3.302
20110126,3.342
20110127,3.366
20110128,3.314
20110131,3.324
20110201,3.38
20110202,3.427
20110203,3.404
20110204,3.443
20110207,3.443
20110208,3.443
20110209,3.487
20110210,3.479
20110211,3.475
20110214,3.477
20110215,3.477
20110216,3.425
20110217,3.373
20110218,3.429
20110221,3.36
20110222,3.322
20110223,3.313
20110224,3.316
20110225,3.338
20110228,3.356
20110301,3.37
20110302,3.376
20110303,3.501
20110304,3.566
20110307,3.556
20110308,3.602
20110309,3.58
20110310,3.534
20110311,3.485
20110314,3.495
20110315,3.409
20110316,3.365
20110317,3.452
20110318,3.475
20110321,3.515
20110322,3.544
20110323,3.533
20110324,3.54
20110325,3.566
20110328,3.576
20110329,3.619
20110330,3.627
20110331,3.642
20110401,3.659
20110404,3.652
20110405,3.667
20110406,3.696
20110407,3.688
20110408,3.746
20110411,3.753
20110412,3.706
20110413,3.707
20110414,3.696
20110415,3.643
20110418,3.527
20110419,3.556
20110420,3.587
20110421,3.557
20110422,3.557
20110425,3.557
20110426,3.549
20110427,3.589
20110428,3.525
20110429,3.505
20110502,3.508
20110503,3.553
20110504,3.568
20110505,3.496
20110506,3.437
20110509,3.387
20110510,3.404
20110511,3.403
20110512,3.383
20110513,3.35
20110516,3.384
20110517,3.36
20110518,3.389
20110519,3.395
20110520,3.348
20110523,3.313
20110524,3.362
20110525,3.333
20110526,3.27
20110527,3.264
20110530,3.263
20110531,3.298
20110601,3.258
20110602,3.247
20110603,3.307
20110606,3.281
20110607,3.35
20110608,3.321
20110609,3.295
20110610,3.232
20110613,3.238
20110614,3.29
20110615,3.242
20110616,3.232
20110617,3.276
20110620,3.3
20110621,3.301
20110622,3.261
20110623,3.212
20110624,3.193
20110627,3.254
20110628,3.276
20110629,3.312
20110630,3.343
20110701,3.344
20110704,3.336
20110705,3.335
20110706,3.289
20110707,3.311
20110708,3.209
20110711,3.121
20110712,3.156
20110713,3.159
20110714,3.151
20110715,3.099
20110718,3.055
20110719,3.061
20110720,3.127
20110721,3.217
20110722,3.171
20110725,3.144
20110726,3.103
20110727,3.008
20110728,3.023
20110729,2.946
20110801,2.868
20110802,2.864
20110803,2.84
20110804,2.747
20110805,2.775
20110808,2.686
20110809,2.754
20110810,2.558
20110811,2.659
20110812,2.67
20110815,2.666
20110816,2.692
20110817,2.573
20110818,2.467
20110819,2.496
20110822,2.499
20110823,2.533
20110824,2.6
20110825,2.607
20110826,2.57
20110829,2.632
20110830,2.558
20110831,2.622
20110901,2.571
20110902,2.478
20110905,2.351
20110906,2.363
20110907,2.367
20110908,2.301
20110909,2.212
20110912,2.231
20110913,2.275
20110914,2.358
20110915,2.387
20110916,2.287
20110919,2.261
20110920,2.252
20110921,2.234
20110922,2.156
20110923,2.2
20110926,2.246
20110927,2.364
20110928,2.409
20110929,2.384
20110930,2.285
20111003,2.205
20111004,2.134
20111005,2.245
20111006,2.343
20111007,2.403
20111010,2.488
20111011,2.501
20111012,2.587
20111013,2.515
20111014,2.612
20111017,2.508
20111018,2.447
20111019,2.493
20111020,2.444
20111021,2.528
20111024,2.566
20111025,2.488
20111026,2.43
20111027,2.566
20111028,2.564
20111031,2.435
20111101,2.202
20111102,2.255
20111103,2.327
20111104,2.242
20111107,2.227
20111108,2.215
20111109,2.169
20111110,2.241
20111111,2.354
20111114,2.329
20111115,2.417
20111116,2.441
20111117,2.492
20111118,2.518
20111121,2.526
20111122,2.534
20111123,2.664
20111124,2.715
20111125,2.737
20111128,2.701
20111129,2.714
20111130,2.658
20111201,2.544
20111202,2.505
20111205,2.588
20111206,2.596
20111207,2.542
20111208,2.49
20111209,2.55
20111212,2.412
20111213,2.369
20111214,2.265
20111215,2.266
20111216,2.178
20111219,2.207
20111220,2.301
20111221,2.282
20111222,2.296
20111223,2.31
20111226,2.31
20111227,2.275
20111228,2.24
20111229,2.191
20111230,2.188
20120102,2.291
20120103,2.279
20120104,2.307
20120105,2.253
20120106,2.234
20120109,2.229
20120110,2.259
20120111,2.182
20120112,2.148
20120113,2.091
20120116,2.031
20120117,2.108
20120118,2.082
20120119,2.153
20120120,2.239
20120123,2.253
20120124,2.274
20120125,2.247
20120126,2.189
20120127,2.178
20120130,2.133
20120131,2.146
20120201,2.171
20120202,2.175
20120203,2.256
20120206,2.208
20120207,2.277
20120208,2.459
20120209,2.475
20120210,2.384
20120213,2.408
20120214,2.4
20120215,2.383
20120216,2.403
20120217,2.43
20120220,2.444
20120221,2.459
20120222,2.369
20120223,2.358
20120224,2.365
20120227,2.314
20120228,2.3
20120229,2.299
20120301,2.305
20120302,2.255
20120305,2.283
20120306,2.257
20120307,2.248
20120308,2.268
20120309,2.304
20120312,2.283
20120313,2.33
20120314,2.441
20120315,2.479
20120316,2.555
20120319,2.541
20120320,2.549
20120321,2.519
20120322,2.478
20120323,2.449
20120326,2.541
20120327,2.471
20120328,2.408
20120329,2.398
20120330,2.329
20120402,2.309
20120403,2.325
20120404,2.32
20120405,2.302
20120409,2.302
20120410,2.256
20120411,2.255
20120412,2.254
20120413,2.24
20120416,2.255
20120417,2.263
20120418,2.243
20120419,2.279
20120420,2.319
20120423,2.429
20120424,2.332
20120425,2.327
20120426,2.248
20120427,2.251
20120430,2.239
20120501,2.239
20120502,2.189
20120503,2.178
20120504,2.143
20120507,2.155
20120508,2.113
20120509,2.122
20120510,2.088
20120511,2.031
20120514,1.97
20120515,1.981
20120516,1.976
20120517,1.914
20120518,1.914
20120521,1.927
20120522,1.938
20120523,1.869
20120524,1.832
20120525,1.799
20120528,1.795
20120529,1.779
20120530,1.694
20120531,1.613
20120601,1.53
20120604,1.585
20120605,1.613
20120606,1.766
20120607,1.839
20120608,1.833
20120611,1.84
20120612,1.979
20120613,2.025
20120614,2.008
20120615,1.937
20120618,1.957
20120619,2.049
20120620,2.124
20120621,2.048
20120622,2.096
20120625,1.992
20120626,2.044
20120627,2.107
20120628,2.073
20120629,2.103
20120702,2.026
20120703,2
20120704,1.933
20120705,1.841
20120706,1.738
