Date,Rate
20090825,6.097
20090826,6.099
20090827,6.117
20090828,6.115
20090831,6.118
20090901,6.077
20090902,6.089
20090903,6.08
20090904,6.11
20090907,6.218
20090908,6.156
20090909,6.185
20090910,6.252
20090911,6.252
20090914,6.257
20090915,6.246
20090916,6.101
20090917,6.095
20090918,6.148
20090921,6.215
20090922,6.193
20090923,6.179
20090924,6.179
20090925,6.192
20090928,6.191
20090929,6.185
20090930,6.181
20091001,6.236
20091002,6.241
20091005,6.223
20091006,6.213
20091007,6.21
20091008,6.21
20091009,6.229
20091012,6.238
20091013,6.193
20091014,6.175
20091015,6.157
20091016,6.148
20091019,6.117
20091020,6.081
20091021,6.096
20091022,6.143
20091023,6.14
20091026,6.153
20091027,6.171
20091028,6.21
20091029,6.199
20091030,6.147
20091102,6.1
20091103,6.155
20091104,6.166
20091105,6.161
20091106,6.157
20091109,6.145
20091110,6.122
20091111,6.1
20091112,6.142
20091113,6.119
20091116,6.112
20091117,6.156
20091118,6.17
20091119,6.186
20091120,6.2
20091123,6.187
20091124,6.17
20091125,6.15
20091126,6.168
20091127,6.198
20091130,6.193
20091201,6.186
20091202,6.174
20091203,6.174
20091204,6.188
20091207,6.195
20091208,6.217
20091209,6.25
20091210,6.234
20091211,6.239
20091214,6.224
20091215,6.244
20091216,6.26
20091217,6.272
20091218,6.27
20091221,6.274
20091222,6.277
20091223,6.272
20091224,6.272
20091225,6.269
20091228,6.259
20091229,6.268
20091230,6.267
20091231,6.259
20100101,6.287
20100104,6.282
20100105,6.27
20100106,6.219
20100107,6.205
20100108,6.19
20100111,6.122
20100112,6.105
20100113,6.119
20100114,6.169
20100115,6.143
20100118,6.118
20100119,6.121
20100120,6.111
20100121,6.104
20100122,6.128
20100125,6.131
20100126,6.129
20100127,6.137
20100128,6.148
20100129,6.109
20100201,6.075
20100202,6.074
20100203,6.107
20100204,6.149
20100205,6.167
20100208,6.167
20100209,6.162
20100210,6.15
20100211,6.143
20100212,6.147
20100215,6.137
20100216,6.138
20100217,6.128
20100218,6.141
20100219,6.127
20100222,6.114
20100223,6.107
20100224,6.075
20100225,6.081
20100226,6.055
20100301,6.029
20100302,6.053
20100303,6.062
20100304,6.066
20100305,6.027
20100308,5.98
20100309,5.942
20100310,5.842
20100311,5.82
20100312,5.802
20100315,5.714
20100316,5.647
20100317,5.58
20100318,5.62
20100319,5.623
20100322,5.62
20100323,5.561
20100324,5.537
20100325,5.551
20100326,5.539
20100329,5.535
20100330,5.517
20100331,5.51
20100401,5.527
20100402,5.523
20100405,5.519
20100406,5.58
20100407,5.616
20100408,5.659
20100409,5.633
20100412,5.603
20100413,5.561
20100414,5.554
20100415,5.519
20100416,5.53
20100419,5.555
20100420,5.542
20100421,5.486
20100422,5.539
20100423,5.56
20100426,5.535
20100427,5.652
20100428,5.682
20100429,5.648
20100430,5.62
20100503,5.62
20100504,5.707
20100505,5.826
20100506,5.827
20100507,5.874
20100510,5.659
20100511,5.626
20100512,5.606
20100513,5.636
20100514,5.65
20100517,5.679
20100518,5.663
20100519,5.693
20100520,5.74
20100521,5.793
20100524,5.776
20100525,5.932
20100526,5.903
20100527,5.828
20100528,5.784
20100531,5.803
20100601,5.811
20100602,5.815
20100603,5.799
20100604,5.861
20100607,5.855
20100608,5.867
20100609,5.846
20100610,5.831
20100611,5.831
20100614,5.817
20100615,5.812
20100616,5.833
20100617,5.844
20100618,5.882
20100621,5.886
20100622,5.944
20100623,5.963
20100624,5.994
20100625,6.007
20100628,6.001
20100629,6.008
20100630,5.941
20100701,5.958
20100702,5.915
20100705,5.877
20100706,5.847
20100707,5.8
20100708,5.814
20100709,5.825
20100712,5.809
20100713,5.818
20100714,5.829
20100715,5.838
20100716,5.843
20100719,5.896
20100720,5.891
20100721,5.879
20100722,5.865
20100723,5.865
20100726,5.836
20100727,5.816
20100728,5.84
20100729,5.837
20100730,5.883
20100802,5.86
20100803,5.875
20100804,5.851
20100805,5.809
20100806,5.821
20100809,5.81
20100810,5.808
20100811,5.807
20100812,5.808
20100813,5.788
20100816,5.761
20100817,5.639
20100818,5.568
20100819,5.497
20100820,5.336
20100823,5.44
20100824,5.377
20100825,5.361
20100826,5.408
20100827,5.409
20100830,5.419
20100831,5.433
20100901,5.455
20100902,5.506
20100903,5.592
20100906,5.643
20100907,5.51
20100908,5.527
20100909,5.501
20100910,5.493
20100913,5.541
20100914,5.503
20100915,5.502
20100916,5.503
20100917,5.521
20100920,5.537
20100921,5.542
20100922,5.525
20100923,5.525
20100924,5.531
20100927,5.535
20100928,5.538
20100929,5.492
20100930,5.503
20101001,5.476
20101004,5.466
20101005,5.47
20101006,5.447
20101007,5.448
20101008,5.448
20101011,5.443
20101012,5.478
20101013,5.513
20101014,5.517
20101015,5.577
20101018,5.619
20101019,5.636
20101020,5.608
20101021,5.594
20101022,5.62
20101025,5.627
20101026,5.682
20101027,5.679
20101028,5.654
20101029,5.669
20101101,5.674
20101102,5.699
20101103,5.672
20101104,5.664
20101105,5.675
20101108,5.68
20101109,5.671
20101110,5.713
20101111,5.708
20101112,5.751
20101115,5.762
20101116,5.768
20101117,5.817
20101118,5.872
20101119,5.902
20101122,5.864
20101123,5.889
20101124,5.976
20101125,6.078
20101126,6.131
20101129,6.154
20101130,6.055
20101201,6.023
20101202,6.03
20101203,5.985
20101206,5.957
20101207,5.942
20101208,5.968
20101209,5.999
20101210,5.996
20101213,5.995
20101214,5.987
20101215,5.967
20101216,5.968
20101217,5.981
20101220,5.995
20101221,5.992
20101222,6.007
20101223,6.008
20101224,6.025
20101227,6.014
20101228,6.019
20101229,6.021
20101230,6.053
20101231,6.055
20110103,6.111
20110104,6.149
20110105,6.162
20110106,6.169
20110107,6.165
20110110,6.221
20110111,6.228
20110112,6.26
20110113,6.334
20110114,6.368
20110117,6.306
20110118,6.352
20110119,6.321
20110120,6.35
20110121,6.337
20110124,6.275
20110125,6.231
20110126,6.274
20110127,6.317
20110128,6.368
20110131,6.344
20110201,6.297
20110202,6.232
20110203,6.236
20110204,6.266
20110207,6.277
20110208,6.261
20110209,6.306
20110210,6.315
20110211,6.285
20110214,6.27
20110215,6.336
20110216,6.315
20110217,6.288
20110218,6.291
20110221,6.279
20110222,6.285
20110223,6.286
20110224,6.3
20110225,6.298
20110228,6.236
20110301,6.251
20110302,6.254
20110303,6.289
20110304,6.29
20110307,6.301
20110308,6.343
20110309,6.338
20110310,6.318
20110311,6.331
20110314,6.271
20110315,6.264
20110316,6.278
20110317,6.271
20110318,6.274
20110321,6.296
20110322,6.286
20110323,6.295
20110324,6.295
20110325,6.29
20110328,6.314
20110329,6.317
20110330,6.283
20110331,6.273
20110401,6.259
20110404,6.206
20110405,6.161
20110406,6.149
20110407,6.154
20110408,6.165
20110411,6.161
20110412,6.154
20110413,6.179
20110414,6.173
20110415,6.141
20110418,6.149
20110419,6.144
20110420,6.139
20110421,6.092
20110422,6.092
20110425,6.092
20110426,6.108
20110427,6.127
20110428,6.133
20110429,6.143
20110502,6.143
20110503,6.146
20110504,6.107
20110505,6.101
20110506,6.075
20110509,6.057
20110510,6.068
20110511,6.07
20110512,6.088
20110513,6.078
20110516,6.075
20110517,6.059
20110518,6.017
20110519,6.046
20110520,6.036
20110523,6.064
20110524,6.057
20110525,6.077
20110526,6.101
20110527,6.089
20110530,6.083
20110531,6.061
20110601,6.025
20110602,6.026
20110603,5.995
20110606,5.975
20110607,5.972
20110608,5.896
20110609,5.867
20110610,5.836
20110613,5.869
20110614,5.883
20110615,5.886
20110616,5.909
20110617,5.927
20110620,5.907
20110621,5.851
20110622,5.865
20110623,5.885
20110624,5.879
20110627,5.87
20110628,5.863
20110629,5.845
20110630,5.781
20110701,5.753
20110704,5.761
20110705,5.768
20110706,5.779
20110707,5.774
20110708,5.786
20110711,5.86
20110712,5.906
20110713,5.843
20110714,5.815
20110715,5.829
20110718,5.89
20110719,5.871
20110720,5.825
20110721,5.804
20110722,5.834
20110725,5.85
20110726,5.805
20110727,5.815
20110728,5.801
20110729,5.794
20110801,5.794
20110802,5.737
20110803,5.715
20110804,5.672
20110805,5.725
20110808,5.762
20110809,5.844
20110810,5.799
20110811,5.86
20110812,5.86
20110815,5.86
20110816,5.787
20110817,5.688
20110818,5.695
20110819,5.649
20110822,5.621
20110823,5.599
20110824,5.578
20110825,5.643
20110826,5.626
20110829,5.672
20110830,5.659
20110831,5.614
20110901,5.614
20110902,5.621
20110905,5.607
20110906,5.527
20110907,5.567
20110908,5.567
20110909,5.678
20110912,5.772
20110913,5.776
20110914,5.899
20110915,5.852
20110916,5.859
20110919,5.963
20110920,5.914
20110921,5.969
20110922,6.103
20110923,6.033
20110926,5.981
20110927,5.864
20110928,5.906
20110929,5.914
20110930,5.918
20111003,5.914
20111004,5.956
20111005,5.873
20111006,5.804
20111007,5.751
20111010,5.661
20111011,5.709
20111012,5.697
20111013,5.75
20111014,5.73
20111017,5.756
20111018,5.782
20111019,5.759
20111020,5.838
20111021,5.776
20111024,5.807
20111025,5.769
20111026,5.766
20111027,5.688
20111028,5.712
20111031,5.734
20111101,5.74
20111102,5.748
20111103,5.721
20111104,5.742
20111107,5.746
20111108,5.725
20111109,5.775
20111110,5.835
20111111,5.835
20111114,5.833
20111115,5.877
20111116,5.82
20111117,5.814
20111118,5.794
20111121,5.839
20111122,5.839
20111123,6.021
20111124,6.051
20111125,6.11
20111128,6.068
20111129,6.041
20111130,5.924
20111201,5.937
20111202,5.91
20111205,5.821
20111206,5.883
20111207,5.896
20111208,5.979
20111209,5.903
20111212,5.965
20111213,5.958
20111214,5.965
20111215,5.944
20111216,5.908
20111219,5.908
20111220,5.862
20111221,5.86
20111222,5.846
20111223,5.847
20111226,5.847
20111227,5.849
20111228,5.862
20111229,5.87
20111230,5.89
20120102,5.875
20120103,5.89
20120104,5.963
20120105,5.943
20120106,5.928
20120109,5.915
20120110,5.809
20120111,5.805
20120112,5.78
20120113,5.817
20120116,5.801
20120117,5.76
20120118,5.698
20120119,5.689
20120120,5.673
20120123,5.632
20120124,5.681
20120125,5.714
20120126,5.624
20120127,5.618
20120130,5.662
20120131,5.581
20120201,5.538
20120202,5.535
20120203,5.541
20120206,5.584
20120207,5.562
20120208,5.537
20120209,5.564
20120210,5.582
20120213,5.561
20120214,5.561
20120215,5.533
20120216,5.53
20120217,5.525
20120220,5.512
20120221,5.529
20120222,5.557
20120223,5.541
20120224,5.513
20120227,5.537
20120228,5.504
20120229,5.464
20120301,5.449
20120302,5.424
20120305,5.438
20120306,5.489
20120307,5.478
20120308,5.419
20120309,5.366
20120312,5.352
20120313,5.343
20120314,5.419
20120315,5.429
20120316,5.462
20120319,5.454
20120320,5.472
20120321,5.538
20120322,5.536
20120323,5.52
20120326,5.533
20120327,5.524
20120328,5.564
20120329,5.56
20120330,5.5
20120402,5.49
20120403,5.474
20120404,5.529
20120405,5.57
20120409,5.569
20120410,5.597
20120411,5.548
20120412,5.538
20120413,5.57
20120416,5.584
20120417,5.559
20120418,5.562
20120419,5.469
20120420,5.469
20120423,5.487
20120424,5.436
20120425,5.411
20120426,5.389
20120427,5.401
20120430,5.407
20120501,5.406
20120502,5.336
20120503,5.349
20120504,5.286
20120507,5.299
20120508,5.364
20120509,5.367
20120510,5.376
20120511,5.369
20120514,5.469
20120515,5.461
20120516,5.468
20120517,5.512
20120518,5.472
20120521,5.44
20120522,5.428
20120523,5.495
20120524,5.459
20120525,5.435
20120528,5.413
20120529,5.413
20120530,5.482
20120531,5.451
20120601,5.416
20120604,5.383
20120605,5.363
20120606,5.326
20120607,5.326
20120608,5.302
20120611,5.298
20120612,5.346
20120613,5.289
20120614,5.276
20120615,5.249
20120618,5.266
20120619,5.173
20120620,5.166
20120621,5.13
20120622,5.149
20120625,5.17
20120626,5.171
20120627,5.195
20120628,5.212
20120629,5.151
20120702,5.157
20120703,5.125
20120704,5.125
20120705,5.145
20120706,5.158
